i	i0	43.130460	-77.631701
i	i1	43.130425	-77.631532
i	i2	43.130335	-77.631760
i	i3	43.130374	-77.631315
i	i4	43.130298	-77.631063
i	i5	43.130186	-77.631336
i	i6	43.130128	-77.631369
i	i7	43.130079	-77.631433
i	i8	43.130075	-77.631530
r	r2	i0	i1 
r	r3	i0	i2 
r	r5	i1	i3 
r	r7	i3	i4 
r	r8	i3	i5 
r	r9	i5	i6 
r	r10	i1	i6
r	r11	i6	i7
r	r12	i7	i8
r	r13	i8	i2 
